Timestamp;X;Y;X;Y;rol
1135000;0.000000E+000;0.000000E+000;2.815443E+001;-4.251179E+001;2.815443E+001
1146000;0.000000E+000;0.000000E+000;3.165622E+001;-4.076089E+001;3.165622E+001
1158000;0.000000E+000;0.000000E+000;3.410748E+001;-4.041071E+001;3.410748E+001
1171000;0.000000E+000;0.000000E+000;3.459773E+001;-4.132117E+001;3.459773E+001
1183000;0.000000E+000;0.000000E+000;3.284684E+001;-4.202153E+001;3.284684E+001
1195000;0.000000E+000;0.000000E+000;3.382734E+001;-4.223164E+001;3.382734E+001
1207000;0.000000E+000;0.000000E+000;3.522805E+001;-4.237171E+001;3.522805E+001
1219000;0.000000E+000;0.000000E+000;3.592841E+001;-4.363236E+001;3.592841E+001
1231000;0.000000E+000;0.000000E+000;3.529809E+001;-4.454282E+001;3.529809E+001
1243000;0.000000E+000;0.000000E+000;3.550820E+001;-4.566340E+001;3.550820E+001
1256000;0.000000E+000;0.000000E+000;3.459773E+001;-4.790455E+001;3.459773E+001
1268000;0.000000E+000;0.000000E+000;3.459773E+001;-4.790455E+001;3.459773E+001
1281000;0.000000E+000;0.000000E+000;3.886992E+001;-4.419265E+001;4.300204E+001
1293000;0.000000E+000;0.000000E+000;4.559336E+001;-4.370240E+001;4.559336E+001
1306000;0.000000E+000;0.000000E+000;4.440276E+001;-4.412261E+001;4.440276E+001
1318000;0.000000E+000;0.000000E+000;4.300204E+001;-4.468290E+001;4.300204E+001
1330000;0.000000E+000;0.000000E+000;4.321214E+001;-4.398254E+001;4.321214E+001
1342000;0.000000E+000;0.000000E+000;4.279193E+001;-4.489301E+001;4.279193E+001
1355000;0.000000E+000;0.000000E+000;4.132117E+001;-4.601358E+001;4.132117E+001
1367000;0.000000E+000;0.000000E+000;3.978038E+001;-4.727423E+001;3.978038E+001
1379000;0.000000E+000;0.000000E+000;3.872985E+001;-4.797459E+001;3.872985E+001
1391000;0.000000E+000;0.000000E+000;3.725910E+001;-4.986555E+001;3.725910E+001
1403000;0.000000E+000;0.000000E+000;3.690892E+001;-5.077602E+001;3.690892E+001
1415000;0.000000E+000;0.000000E+000;3.922010E+001;-4.972548E+001;3.922010E+001
1427000;0.000000E+000;0.000000E+000;3.893995E+001;-4.951537E+001;3.893995E+001
1439000;0.000000E+000;0.000000E+000;3.865981E+001;-4.895509E+001;3.865981E+001
1452000;0.000000E+000;0.000000E+000;3.872985E+001;-4.825473E+001;3.872985E+001
1464000;0.000000E+000;0.000000E+000;3.999049E+001;-4.839480E+001;3.999049E+001
1477000;0.000000E+000;0.000000E+000;4.076089E+001;-4.762440E+001;4.076089E+001
1490000;0.000000E+000;0.000000E+000;3.858978E+001;-4.741430E+001;3.858978E+001
1501000;0.000000E+000;0.000000E+000;3.564827E+001;-4.741430E+001;3.564827E+001
1514000;0.000000E+000;0.000000E+000;3.508798E+001;-4.706412E+001;3.508798E+001
1526000;0.000000E+000;0.000000E+000;3.445766E+001;-4.776448E+001;3.445766E+001
1538000;0.000000E+000;0.000000E+000;3.256669E+001;-4.839480E+001;3.256669E+001
1550000;0.000000E+000;0.000000E+000;2.955515E+001;-4.853487E+001;2.955515E+001
1563000;0.000000E+000;0.000000E+000;3.088583E+001;-4.776448E+001;3.088583E+001
1575000;0.000000E+000;0.000000E+000;3.256669E+001;-4.727423E+001;3.256669E+001
1587000;0.000000E+000;0.000000E+000;3.263673E+001;-4.657387E+001;3.263673E+001
1600000;0.000000E+000;0.000000E+000;3.389737E+001;-4.601358E+001;3.389737E+001
1612000;0.000000E+000;0.000000E+000;3.515802E+001;-4.664390E+001;3.592841E+001
1624000;0.000000E+000;0.000000E+000;3.550820E+001;-4.692405E+001;3.550820E+001
1636000;0.000000E+000;0.000000E+000;3.445766E+001;-4.706412E+001;3.445766E+001
1648000;0.000000E+000;0.000000E+000;3.445766E+001;-4.664390E+001;3.445766E+001
1660000;0.000000E+000;0.000000E+000;3.501794E+001;-4.664390E+001;3.501794E+001
1673000;0.000000E+000;0.000000E+000;3.277679E+001;-4.713416E+001;3.277679E+001
1686000;0.000000E+000;0.000000E+000;2.976525E+001;-4.776448E+001;2.976525E+001
1698000;0.000000E+000;0.000000E+000;3.053565E+001;-4.657387E+001;3.053565E+001
1710000;0.000000E+000;0.000000E+000;3.186633E+001;-4.545329E+001;3.186633E+001
1723000;0.000000E+000;0.000000E+000;3.193637E+001;-4.573344E+001;3.193637E+001
1735000;0.000000E+000;0.000000E+000;3.081579E+001;-4.629372E+001;3.081579E+001
1746000;0.000000E+000;0.000000E+000;2.990532E+001;-4.615366E+001;2.990532E+001
1758000;0.000000E+000;0.000000E+000;3.039558E+001;-4.650383E+001;3.039558E+001
1770000;0.000000E+000;0.000000E+000;3.039558E+001;-4.762440E+001;3.039558E+001
1782000;0.000000E+000;0.000000E+000;3.095587E+001;-4.797459E+001;3.095587E+001
1794000;0.000000E+000;0.000000E+000;3.130605E+001;-4.909516E+001;3.130605E+001
1807000;0.000000E+000;0.000000E+000;3.144612E+001;-5.007566E+001;3.144612E+001
1820000;0.000000E+000;0.000000E+000;3.151615E+001;-5.175652E+001;3.151615E+001
1832000;0.000000E+000;0.000000E+000;2.955515E+001;-5.238685E+001;2.955515E+001
1844000;0.000000E+000;0.000000E+000;3.165622E+001;-5.119624E+001;3.165622E+001
1856000;0.000000E+000;0.000000E+000;3.424755E+001;-5.014570E+001;3.424755E+001
1868000;0.000000E+000;0.000000E+000;3.487788E+001;-4.930527E+001;3.487788E+001
1881000;0.000000E+000;0.000000E+000;3.333709E+001;-4.797459E+001;3.074576E+001
1893000;0.000000E+000;0.000000E+000;3.074576E+001;-4.734426E+001;3.074576E+001
1905000;0.000000E+000;0.000000E+000;3.123601E+001;-4.699408E+001;3.123601E+001
1917000;0.000000E+000;0.000000E+000;3.109594E+001;-4.594354E+001;3.109594E+001
1929000;0.000000E+000;0.000000E+000;2.948511E+001;-4.531322E+001;2.948511E+001
1942000;0.000000E+000;0.000000E+000;2.801436E+001;-4.769444E+001;2.801436E+001
1954000;0.000000E+000;0.000000E+000;2.801436E+001;-4.769444E+001;2.850461E+001
1966000;0.000000E+000;0.000000E+000;2.850461E+001;-4.839480E+001;2.850461E+001
1979000;0.000000E+000;0.000000E+000;3.375730E+001;-4.692405E+001;3.375730E+001
1991000;0.000000E+000;0.000000E+000;3.627859E+001;-4.664390E+001;3.627859E+001
2004000;0.000000E+000;0.000000E+000;3.746920E+001;-4.657387E+001;3.746920E+001
2017000;0.000000E+000;0.000000E+000;3.718906E+001;-4.559336E+001;3.718906E+001
2029000;0.000000E+000;0.000000E+000;3.753923E+001;-4.440276E+001;3.753923E+001
2042000;0.000000E+000;0.000000E+000;3.788942E+001;-4.447279E+001;3.788942E+001
2055000;0.000000E+000;0.000000E+000;3.557823E+001;-4.524318E+001;3.557823E+001
2068000;0.000000E+000;0.000000E+000;3.221651E+001;-4.545329E+001;3.221651E+001
2081000;0.000000E+000;0.000000E+000;3.116597E+001;-4.559336E+001;3.116597E+001
2093000;0.000000E+000;0.000000E+000;2.976525E+001;-4.601358E+001;2.976525E+001
2105000;0.000000E+000;0.000000E+000;2.626346E+001;-4.713416E+001;2.626346E+001
2118000;0.000000E+000;0.000000E+000;2.423242E+001;-4.713416E+001;2.423242E+001
2130000;0.000000E+000;0.000000E+000;2.549307E+001;-4.692405E+001;2.549307E+001
2143000;0.000000E+000;0.000000E+000;2.773421E+001;-4.531322E+001;3.060568E+001
2156000;0.000000E+000;0.000000E+000;3.382734E+001;-4.468290E+001;3.382734E+001
2169000;0.000000E+000;0.000000E+000;3.718906E+001;-4.489301E+001;3.718906E+001
2182000;0.000000E+000;0.000000E+000;3.893995E+001;-4.559336E+001;3.893995E+001
2194000;0.000000E+000;0.000000E+000;3.802949E+001;-4.615366E+001;3.802949E+001
2207000;0.000000E+000;0.000000E+000;3.788942E+001;-4.629372E+001;3.788942E+001
2219000;0.000000E+000;0.000000E+000;3.725910E+001;-4.706412E+001;3.725910E+001
2231000;0.000000E+000;0.000000E+000;3.410748E+001;-4.713416E+001;3.410748E+001
2243000;0.000000E+000;0.000000E+000;2.899486E+001;-4.783451E+001;2.899486E+001
2256000;0.000000E+000;0.000000E+000;2.654360E+001;-4.790455E+001;2.654360E+001
2268000;0.000000E+000;0.000000E+000;2.920497E+001;-4.692405E+001;2.920497E+001
2280000;0.000000E+000;0.000000E+000;3.060568E+001;-4.552333E+001;3.060568E+001
2293000;0.000000E+000;0.000000E+000;3.277679E+001;-4.545329E+001;3.277679E+001
2305000;0.000000E+000;0.000000E+000;3.487788E+001;-4.510312E+001;3.487788E+001
2317000;0.000000E+000;0.000000E+000;3.599845E+001;-4.482297E+001;3.599845E+001
2329000;0.000000E+000;0.000000E+000;3.732913E+001;-4.517315E+001;3.732913E+001
2341000;0.000000E+000;0.000000E+000;3.964031E+001;-4.468290E+001;3.964031E+001
2353000;0.000000E+000;0.000000E+000;4.223164E+001;-4.440276E+001;4.419265E+001
2366000;0.000000E+000;0.000000E+000;4.174139E+001;-4.517315E+001;4.174139E+001
2378000;0.000000E+000;0.000000E+000;3.592841E+001;-4.664390E+001;3.592841E+001
2390000;0.000000E+000;0.000000E+000;3.186633E+001;-4.692405E+001;3.186633E+001
2403000;0.000000E+000;0.000000E+000;3.389737E+001;-4.657387E+001;3.389737E+001
2416000;0.000000E+000;0.000000E+000;3.431758E+001;-4.664390E+001;3.431758E+001
2428000;0.000000E+000;0.000000E+000;3.305694E+001;-4.643380E+001;3.305694E+001
2441000;0.000000E+000;0.000000E+000;3.018547E+001;-4.664390E+001;3.018547E+001
2452000;0.000000E+000;0.000000E+000;2.822446E+001;-4.643380E+001;2.822446E+001
2465000;0.000000E+000;0.000000E+000;2.794432E+001;-4.629372E+001;2.794432E+001
2478000;0.000000E+000;0.000000E+000;2.850461E+001;-4.671394E+001;2.850461E+001
2491000;0.000000E+000;0.000000E+000;2.801436E+001;-4.699408E+001;2.801436E+001
2503000;0.000000E+000;0.000000E+000;2.815443E+001;-4.678398E+001;2.815443E+001
2516000;0.000000E+000;0.000000E+000;2.913493E+001;-4.797459E+001;2.913493E+001
2528000;0.000000E+000;0.000000E+000;2.969522E+001;-4.783451E+001;2.969522E+001
2540000;0.000000E+000;0.000000E+000;2.955515E+001;-4.783451E+001;2.955515E+001
2553000;0.000000E+000;0.000000E+000;3.515802E+001;-4.608362E+001;3.922010E+001
2567000;0.000000E+000;0.000000E+000;3.879988E+001;-4.587351E+001;3.879988E+001
2580000;0.000000E+000;0.000000E+000;3.802949E+001;-4.496304E+001;3.802949E+001
2591000;0.000000E+000;0.000000E+000;3.879988E+001;-4.419265E+001;3.879988E+001
2603000;0.000000E+000;0.000000E+000;3.879988E+001;-4.419265E+001;5.250000E+001
2616000;0.000000E+000;0.000000E+000;3.445766E+001;-4.363236E+001;3.445766E+001
2629000;0.000000E+000;0.000000E+000;3.137608E+001;-4.377243E+001;3.137608E+001
2643000;0.000000E+000;0.000000E+000;2.906489E+001;-4.356232E+001;2.906489E+001
2656000;0.000000E+000;0.000000E+000;2.703385E+001;-4.517315E+001;2.703385E+001
2669000;0.000000E+000;0.000000E+000;2.661364E+001;-4.608362E+001;2.661364E+001
2680000;0.000000E+000;0.000000E+000;2.437249E+001;-4.741430E+001;2.437249E+001
2692000;0.000000E+000;0.000000E+000;2.759414E+001;-4.720419E+001;2.759414E+001
2705000;0.000000E+000;0.000000E+000;3.144612E+001;-4.734426E+001;3.144612E+001
2717000;0.000000E+000;0.000000E+000;3.515802E+001;-4.699408E+001;3.515802E+001
2729000;0.000000E+000;0.000000E+000;3.802949E+001;-4.594354E+001;3.802949E+001
2742000;0.000000E+000;0.000000E+000;3.971035E+001;-4.685402E+001;3.851974E+001
2754000;0.000000E+000;0.000000E+000;3.578834E+001;-4.650383E+001;3.578834E+001
2766000;0.000000E+000;0.000000E+000;3.578834E+001;-4.650383E+001;3.312698E+001
2779000;0.000000E+000;0.000000E+000;3.312698E+001;-4.594354E+001;3.312698E+001
2792000;0.000000E+000;0.000000E+000;2.927500E+001;-4.650383E+001;2.927500E+001
2804000;0.000000E+000;0.000000E+000;2.514289E+001;-4.727423E+001;2.080066E+001
2817000;0.000000E+000;0.000000E+000;1.855951E+001;-4.832476E+001;1.855951E+001
2828000;0.000000E+000;0.000000E+000;2.038045E+001;-4.783451E+001;2.038045E+001
2842000;0.000000E+000;0.000000E+000;2.241149E+001;-4.720419E+001;2.241149E+001
2854000;0.000000E+000;0.000000E+000;2.479271E+001;-4.671394E+001;2.479271E+001
2866000;0.000000E+000;0.000000E+000;2.598331E+001;-4.755437E+001;2.598331E+001
2878000;0.000000E+000;0.000000E+000;2.843457E+001;-4.874498E+001;2.843457E+001
2891000;0.000000E+000;0.000000E+000;2.990532E+001;-4.874498E+001;2.990532E+001
2905000;0.000000E+000;0.000000E+000;3.158619E+001;-4.825473E+001;3.158619E+001
2917000;0.000000E+000;0.000000E+000;3.347715E+001;-4.769444E+001;3.347715E+001
2929000;0.000000E+000;0.000000E+000;3.396741E+001;-4.755437E+001;3.256669E+001
2942000;0.000000E+000;0.000000E+000;3.256669E+001;-4.853487E+001;2.948511E+001
2955000;0.000000E+000;0.000000E+000;2.948511E+001;-4.930527E+001;2.948511E+001
2968000;0.000000E+000;0.000000E+000;2.752410E+001;-4.930527E+001;2.752410E+001
2981000;0.000000E+000;0.000000E+000;2.829450E+001;-4.853487E+001;2.780425E+001
2994000;0.000000E+000;0.000000E+000;2.682375E+001;-4.846484E+001;2.682375E+001
3006000;0.000000E+000;0.000000E+000;2.668367E+001;-4.860491E+001;2.668367E+001
3018000;0.000000E+000;0.000000E+000;2.857464E+001;-4.783451E+001;2.857464E+001
3029000;0.000000E+000;0.000000E+000;3.039558E+001;-4.804462E+001;3.039558E+001
3043000;0.000000E+000;0.000000E+000;3.081579E+001;-4.804462E+001;3.081579E+001
3055000;0.000000E+000;0.000000E+000;3.137608E+001;-4.783451E+001;3.137608E+001
3067000;0.000000E+000;0.000000E+000;3.067572E+001;-4.755437E+001;3.067572E+001
3080000;0.000000E+000;0.000000E+000;3.123601E+001;-4.818469E+001;3.123601E+001
3092000;0.000000E+000;0.000000E+000;3.151615E+001;-4.832476E+001;3.151615E+001
3104000;0.000000E+000;0.000000E+000;3.151615E+001;-4.832476E+001;3.151615E+001
3116000;0.000000E+000;0.000000E+000;3.641866E+001;-4.804462E+001;3.641866E+001
3128000;0.000000E+000;0.000000E+000;3.767931E+001;-4.776448E+001;3.767931E+001
3141000;0.000000E+000;0.000000E+000;3.915007E+001;-4.692405E+001;3.915007E+001
3154000;0.000000E+000;0.000000E+000;3.886992E+001;-4.622369E+001;3.886992E+001
3167000;0.000000E+000;0.000000E+000;3.732913E+001;-4.678398E+001;3.732913E+001
3178000;0.000000E+000;0.000000E+000;3.466776E+001;-4.776448E+001;3.466776E+001
3191000;0.000000E+000;0.000000E+000;3.116597E+001;-4.867494E+001;3.116597E+001
3205000;0.000000E+000;0.000000E+000;3.032554E+001;-4.804462E+001;3.032554E+001
3217000;0.000000E+000;0.000000E+000;2.934504E+001;-4.713416E+001;2.934504E+001
3230000;0.000000E+000;0.000000E+000;2.794432E+001;-4.867494E+001;2.794432E+001
3242000;0.000000E+000;0.000000E+000;2.584324E+001;-4.951537E+001;2.584324E+001
3255000;0.000000E+000;0.000000E+000;2.941508E+001;-4.762440E+001;2.941508E+001
3268000;0.000000E+000;0.000000E+000;3.235658E+001;-4.622369E+001;3.235658E+001
3279000;0.000000E+000;0.000000E+000;3.508798E+001;-4.468290E+001;3.508798E+001
3292000;0.000000E+000;0.000000E+000;3.760928E+001;-4.391250E+001;3.760928E+001
3304000;0.000000E+000;0.000000E+000;3.900999E+001;-4.363236E+001;3.900999E+001
3317000;0.000000E+000;0.000000E+000;3.753923E+001;-4.398254E+001;3.753923E+001
3330000;0.000000E+000;0.000000E+000;3.683888E+001;-4.426268E+001;3.683888E+001
3342000;0.000000E+000;0.000000E+000;3.361723E+001;-4.510312E+001;3.361723E+001
3354000;0.000000E+000;0.000000E+000;3.109594E+001;-4.657387E+001;3.109594E+001
3366000;0.000000E+000;0.000000E+000;2.759414E+001;-4.769444E+001;2.759414E+001
3379000;0.000000E+000;0.000000E+000;2.423242E+001;-4.881501E+001;2.423242E+001
3391000;0.000000E+000;0.000000E+000;2.360210E+001;-4.881501E+001;2.360210E+001
3403000;0.000000E+000;0.000000E+000;2.528296E+001;-4.755437E+001;2.808439E+001
3415000;0.000000E+000;0.000000E+000;3.060568E+001;-4.643380E+001;3.060568E+001
3426000;0.000000E+000;0.000000E+000;3.060568E+001;-4.643380E+001;3.060568E+001
3439000;0.000000E+000;0.000000E+000;3.158619E+001;-4.699408E+001;3.158619E+001
3451000;0.000000E+000;0.000000E+000;3.382734E+001;-4.762440E+001;3.382734E+001
3463000;0.000000E+000;0.000000E+000;3.571831E+001;-4.713416E+001;3.571831E+001
3475000;0.000000E+000;0.000000E+000;3.641866E+001;-4.762440E+001;3.641866E+001
3488000;0.000000E+000;0.000000E+000;3.403744E+001;-4.804462E+001;3.403744E+001
3500000;0.000000E+000;0.000000E+000;3.403744E+001;-4.804462E+001;3.165622E+001
3511000;0.000000E+000;0.000000E+000;3.165622E+001;-4.860491E+001;3.018547E+001
3524000;0.000000E+000;0.000000E+000;2.913493E+001;-4.860491E+001;2.913493E+001
3535000;0.000000E+000;0.000000E+000;3.032554E+001;-4.825473E+001;3.032554E+001
3547000;0.000000E+000;0.000000E+000;3.102590E+001;-4.762440E+001;3.102590E+001
3560000;0.000000E+000;0.000000E+000;3.060568E+001;-4.636376E+001;3.060568E+001
3573000;0.000000E+000;0.000000E+000;3.179630E+001;-4.475293E+001;3.179630E+001
3585000;0.000000E+000;0.000000E+000;3.340712E+001;-4.335222E+001;3.340712E+001
3597000;0.000000E+000;0.000000E+000;3.459773E+001;-4.328218E+001;3.459773E+001
3610000;0.000000E+000;0.000000E+000;3.508798E+001;-4.398254E+001;3.508798E+001
3623000;0.000000E+000;0.000000E+000;3.536813E+001;-4.426268E+001;3.536813E+001
3635000;0.000000E+000;0.000000E+000;3.571831E+001;-4.370240E+001;3.571831E+001
3647000;0.000000E+000;0.000000E+000;3.480784E+001;-4.356232E+001;3.480784E+001
3659000;0.000000E+000;0.000000E+000;3.417752E+001;-4.412261E+001;3.417752E+001
3672000;0.000000E+000;0.000000E+000;3.382734E+001;-4.489301E+001;3.382734E+001
3685000;0.000000E+000;0.000000E+000;3.431758E+001;-4.321214E+001;4.970000E+001
3697000;0.000000E+000;0.000000E+000;3.480784E+001;-4.258182E+001;3.480784E+001
3710000;0.000000E+000;0.000000E+000;3.431758E+001;-3.950024E+001;3.557823E+001
3722000;0.000000E+000;0.000000E+000;3.557823E+001;-3.950024E+001;4.960000E+001
3735000;0.000000E+000;0.000000E+000;3.298690E+001;-4.181143E+001;3.298690E+001
3747000;0.000000E+000;0.000000E+000;3.144612E+001;-4.405257E+001;3.144612E+001
3759000;0.000000E+000;0.000000E+000;3.123601E+001;-4.440276E+001;3.123601E+001
3770000;0.000000E+000;0.000000E+000;3.039558E+001;-4.538326E+001;3.039558E+001
3783000;0.000000E+000;0.000000E+000;2.885479E+001;-4.678398E+001;2.885479E+001
3796000;0.000000E+000;0.000000E+000;2.717393E+001;-4.888505E+001;2.717393E+001
3808000;0.000000E+000;0.000000E+000;2.500281E+001;-5.133631E+001;2.500281E+001
3821000;0.000000E+000;0.000000E+000;2.500281E+001;-5.028577E+001;2.500281E+001
3834000;0.000000E+000;0.000000E+000;2.703385E+001;-4.979552E+001;2.703385E+001
3846000;0.000000E+000;0.000000E+000;2.801436E+001;-4.874498E+001;2.801436E+001
3859000;0.000000E+000;0.000000E+000;2.941508E+001;-4.902512E+001;2.941508E+001
